255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,161,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,160,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,158,0
255,154,0
255,154,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,153,0
255,142,0
255,143,0
255,144,0
255,144,0
255,144,0
255,145,0
255,145,0
255,145,0
255,146,0
255,146,0
255,146,0
255,146,0
255,146,0
255,146,0
255,146,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,147,0
255,127,16
255,129,15
255,130,15
255,131,16
255,130,10
255,132,10
255,132,9
255,133,10
255,134,6
255,134,8
255,136,6
255,136,0
255,137,8
255,137,3
255,137,3
255,138,7
255,139,4
255,139,5
255,140,0
255,140,3
255,140,1
255,141,0
255,141,0
255,142,0
255,143,0
255,144,0
255,143,0
125,255,0
132,255,0
133,255,0
135,255,0
137,255,0
138,255,0
140,255,0
142,255,0
145,255,0
146,255,0
146,255,0
146,255,0
149,255,0
148,255,0
148,255,0
148,255,0
148,255,0
149,255,0
147,255,0
148,255,0
149,255,0
149,255,0
151,255,0
150,255,0
149,255,0
150,255,0
150,255,0
117,255,0
118,255,0
118,255,0
118,255,0
118,255,0
119,255,0
118,255,0
119,255,0
118,255,0
118,255,0
118,255,0
118,255,0
118,255,0
117,255,0
118,255,0
117,255,0
118,255,0
117,255,0
117,255,0
117,255,0
117,255,0
117,255,0
116,255,0
116,255,0
116,255,0
116,255,0
115,255,0
115,255,0
116,255,0
117,255,0
117,255,0
117,255,0
118,255,0
118,255,0
118,255,0
118,255,0
119,255,0
119,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
120,255,0
121,255,0
121,255,0
120,255,0
111,255,0
110,255,0
111,255,0
110,255,0
110,255,0
109,255,0
110,255,0
110,255,0
110,255,0
110,255,0
109,255,0
109,255,0
109,255,0
109,255,0
109,255,0
109,255,0
108,255,0
108,255,0
108,255,0
108,255,0
107,255,0
107,255,0
107,255,0
107,255,0
107,255,0
106,255,0
106,255,0
104,255,0
104,255,0
104,255,0
105,255,0
105,255,0
106,255,0
105,255,0
106,255,0
106,255,0
106,255,0
106,255,0
107,255,0
107,255,0
107,255,0
107,255,0
107,255,0
107,255,0
107,255,0
107,255,0
108,255,0
108,255,0
108,255,0
108,255,0
108,255,0
108,255,0
108,255,0
108,255,0
107,255,0
106,255,0
106,255,0
105,255,0
105,255,0
105,255,0
105,255,0
105,255,0
105,255,0
105,255,0
104,255,0
104,255,0
104,255,0
104,255,0
104,255,0
103,255,0
103,255,0
104,255,0
103,255,0
103,255,0
103,255,0
102,255,0
102,255,0
102,255,0
101,255,0
101,255,0
101,255,0
98,255,0
98,255,0
99,255,0
99,255,0
99,255,0
100,255,0
100,255,0
100,255,0
101,255,0
100,255,0
100,255,0
101,255,0
102,255,0
101,255,0
102,255,0
102,255,0
102,255,0
103,255,0
102,255,0
102,255,0
103,255,0
103,255,0
103,255,0
103,255,0
104,255,0
103,255,0
103,255,0
103,255,0
101,255,0
102,255,0
101,255,0
101,255,0
101,255,0
101,255,0
101,255,0
100,255,0
100,255,0
100,255,0
101,255,0
100,255,0
100,255,0
100,255,0
99,255,0
99,255,0
99,255,0
99,255,0
99,255,0
99,255,0
98,255,0
98,255,0
98,255,0
97,255,0
97,255,0
96,255,0
109,255,0
110,255,0
110,255,0
110,255,0
111,255,0
111,255,0
112,255,0
112,255,0
112,255,0
112,255,0
112,255,0
112,255,0
112,255,0
112,255,0
113,255,0
112,255,0
112,255,0
112,255,0
112,255,0
112,255,0
113,255,0
113,255,0
112,255,0
113,255,0
113,255,0
112,255,0
113,255,0
0,255,116
0,255,134
0,255,148
0,255,149
0,255,152
0,255,158
0,255,161
0,255,164
0,255,165
0,255,162
0,255,171
0,255,171
0,255,175
0,255,170
0,255,171
0,255,174
0,255,176
0,255,175
0,255,177
0,255,176
0,255,178
0,255,176
0,255,174
0,255,178
0,255,180
0,255,180
0,255,179
0,221,255
0,221,255
0,220,255
0,222,255
0,222,255
0,221,255
0,222,255
0,221,255
0,222,255
0,222,255
0,221,255
0,222,255
0,222,255
0,222,255
0,223,255
0,223,255
0,223,255
0,223,255
0,222,255
0,222,255
0,222,255
0,222,255
0,222,255
0,222,255
0,222,255
0,222,255
0,222,255
0,229,255
0,228,255
0,229,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,228,255
0,229,255
0,228,255
0,228,255
0,227,255
0,228,255
0,227,255
0,227,255
0,227,255
0,227,255
0,227,255
0,227,255
0,226,255
0,227,255
0,227,255
0,217,255
0,216,255
0,217,255
0,216,255
0,217,255
0,216,255
0,216,255
0,217,255
0,217,255
0,218,255
0,218,255
0,218,255
0,217,255
0,218,255
0,218,255
0,218,255
0,217,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,218,255
0,216,255
0,216,255
0,216,255
0,216,255
0,217,255
0,216,255
0,216,255
0,217,255
0,216,255
0,216,255
0,216,255
0,215,255
0,216,255
0,216,255
0,215,255
0,216,255
0,216,255
0,215,255
0,215,255
0,214,255
0,215,255
0,215,255
0,216,255
0,215,255
0,215,255
0,215,255
0,214,255
0,213,255
0,213,255
0,214,255
0,214,255
0,213,255
0,214,255
0,215,255
0,214,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,216,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,215,255
0,214,255
0,214,255
0,214,255
0,215,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,213,255
0,213,255
0,213,255
0,213,255
0,213,255
0,213,255
0,213,255
0,213,255
0,213,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,213,255
0,212,255
0,213,255
0,213,255
0,212,255
0,213,255
0,213,255
0,213,255
0,213,255
0,214,255
0,213,255
0,213,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,214,255
0,215,255
0,214,255
0,214,255
0,213,255
0,213,255
0,213,255
0,213,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,212,255
0,211,255
0,212,255
0,211,255
0,212,255
0,211,255
0,211,255
0,211,255
0,211,255
0,210,255
0,211,255
0,210,255
0,211,255
0,211,255
0,208,255
0,209,255
0,209,255
0,209,255
0,209,255
0,209,255
0,209,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,210,255
0,211,255
0,211,255
0,211,255
0,211,255
0,211,255
0,211,255
0,211,255
0,211,255
